protein_id,graph_degree,graph_weight,graph_lift,phenotype_difference,coefficient,absolute_coefficient,graph_degree_rank,model_rank
Q8N7B1,127,890.0,853.6016899999996,-0.9806796719021732,-1.7048876810486326,1.7048876810486326,305.0,3.0
Q8NEJ0,291,1873.0,1842.5589,0.015535599183492,0.2015219683178545,0.2015219683178545,227.0,136.0
Q6ICL7,291,1873.0,1842.5589,-0.0192070023863841,-0.0491829906183505,0.0491829906183505,227.0,317.0
P20062,291,1873.0,1842.5589,0.014472070086299,-0.0023540185203385,0.0023540185203385,227.0,396.0
Q9BWW8,86,365.0,540.1986000000002,0.0127850306266417,0.0876679143124468,0.0876679143124468,323.0,261.0
Q9H4K1,306,1201.0,2184.8607799999986,-0.0211601048562268,-0.2461959449995107,0.2461959449995107,222.0,110.0
Q8WUA7,4071,17962.0,26585.676639999903,-0.0314164965128735,0.0093563118516366,0.0093563118516366,9.0,382.0
Q9UKX7,467,2849.0,2898.801829999998,0.0061471911101289,-0.0516217905964329,0.0516217905964329,171.0,311.0
Q00587,1312,7578.0,8721.503630000007,-0.0898405353187765,-0.0542810499412484,0.0542810499412484,51.0,304.0
P05162,1312,7578.0,8721.503630000007,-0.0097632182648714,-0.0562942540547774,0.0562942540547774,51.0,300.0
Q8NET5,1028,4538.0,7111.047999999994,0.0299349657677439,-0.0362336327395347,0.0362336327395347,83.0,342.0
Q96M85,434,1892.0,2776.129339999997,0.0127327546880344,-0.0299156663492884,0.0299156663492884,193.0,348.0
Q9Y3I1,754,4157.0,4982.333009999991,-0.0666887904684667,-0.2953583064086158,0.2953583064086158,124.0,71.0
P35579,818,4222.0,5201.150169999997,-0.0213959765721138,-0.0132193356542856,0.0132193356542856,109.0,374.0
Q9BT49,767,4237.0,4872.03983000001,0.0629954664093581,0.250394213590183,0.250394213590183,121.0,108.0
Q8N653,769,4289.0,4882.366920000009,-0.054330331061049,0.1885171661782735,0.1885171661782735,120.0,146.0
Q9H4I8,333,1696.0,2089.355300000001,0.0130485759973364,0.2492265129190921,0.2492265129190921,214.0,109.0
Q9NQF3,333,1696.0,2089.355300000001,0.0422485284538396,-0.1279359942257854,0.1279359942257854,214.0,209.0
Q9NSQ0,333,1696.0,2089.355300000001,0.01309850203703,0.3307101173806707,0.3307101173806707,214.0,59.0
P00387,363,1847.0,2277.090860000001,-0.0159499499285971,-0.0375095294646728,0.0375095294646728,207.0,340.0
Q9BY77,333,1696.0,2089.355300000001,-0.0468313079379907,0.1460623851474713,0.1460623851474713,214.0,183.0
Q9Y3A4,333,1696.0,2089.355300000001,0.2977303451264692,0.0524229794119937,0.0524229794119937,214.0,309.0
Q9BR01,357,1625.0,2368.7574600000003,-0.0141888945589165,0.1548797901057373,0.1548797901057373,208.0,176.0
Q9ULT6,344,1454.0,2314.45211,0.5207038962050206,0.9462870347235148,0.9462870347235148,210.0,10.0
Q96MU8,718,3122.0,4681.506000000005,0.0393004936521812,0.2081295003182618,0.2081295003182618,127.0,130.0
Q96A84,588,2303.0,3805.1713199999976,0.0254591367814036,0.0478605934339674,0.0478605934339674,151.0,320.0
O43251,98,1088.0,560.9736000000001,-0.0036433899655516,-0.0996569139813117,0.0996569139813117,321.0,247.0
O60755,17,240.0,96.24372,0.0056602714188667,0.1004166244442271,0.1004166244442271,352.0,243.0
Q6UXY1,680,3571.0,4435.09273,-0.0426572461124781,-0.0565425232861391,0.0565425232861391,132.0,299.0
Q9BZE7,17,240.0,96.24372,0.0357377081737997,-0.1029103218105232,0.1029103218105232,352.0,236.0
Q8N3F8,17,240.0,96.24372,0.0473609644386296,0.261258757131166,0.261258757131166,352.0,97.0
Q6NXT1,17,240.0,96.24372,0.0287540819046245,0.0850012674724163,0.0850012674724163,352.0,266.0
O95907,17,240.0,96.24372,0.0532150721084772,0.3593704439959087,0.3593704439959087,352.0,48.0
Q9Y262,17,240.0,96.24372,0.055947741172158,-0.0404642724762432,0.0404642724762432,352.0,334.0
P61218,17,240.0,96.24372,0.0680666833399321,0.0288445823768434,0.0288445823768434,352.0,349.0
Q9NRD5,17,240.0,96.24372,0.0389571151499748,0.1108087273631556,0.1108087273631556,352.0,226.0
P56693,17,240.0,96.24372,0.0318055138784743,0.0445421486821918,0.0445421486821918,352.0,326.0
B5MCN3,956,4827.0,6409.9342900000065,0.0062628873703776,-0.040690247991532,0.040690247991532,87.0,333.0
Q99999,956,4827.0,6409.9342900000065,-0.0405027870862797,0.0441313598233472,0.0441313598233472,87.0,328.0
Q9UDX3,956,4827.0,6409.9342900000065,-0.0255501709160164,0.0060180555403314,0.0060180555403314,87.0,392.0
Q8IYX3,1,25.0,5.13544,0.0491596201976705,0.0179642909352448,0.0179642909352448,388.0,364.0
Q8N8J0,220,891.0,1415.55727,-0.0743560456486029,0.2443813626959926,0.2443813626959926,255.0,111.0
A6NJZ7,220,891.0,1415.55727,-0.0294924379208527,-0.32732258113826,0.32732258113826,255.0,62.0
A8MPS7,1,25.0,5.13544,0.0158047975886539,0.1571264649352855,0.1571264649352855,388.0,173.0
A4QPH2,222,990.0,1428.12062,-0.0073254025222357,-0.0783017840499964,0.0783017840499964,254.0,271.0
P68036,1,25.0,5.13544,0.2830743004689058,0.570715588383434,0.570715588383434,388.0,20.0
A6NGB0,1,25.0,5.13544,-0.0376654740528579,0.119561433667663,0.119561433667663,388.0,217.0
A6NNM3,220,891.0,1415.55727,0.0726541687552231,0.3759911050573111,0.3759911050573111,255.0,40.0
P0C7N4,220,891.0,1415.55727,-0.5821507510880259,-0.8016905825584179,0.8016905825584179,255.0,13.0
Q9HCN8,1,25.0,5.13544,0.0630539976050936,-0.1427737808714933,0.1427737808714933,388.0,187.0
Q9UFD9,220,891.0,1415.55727,0.2572113868980157,0.7956600199820648,0.7956600199820648,255.0,14.0
Q96JB3,1,25.0,5.13544,-0.0057702097975695,-0.178838974930857,0.178838974930857,388.0,153.0
A0A6I8PU40,326,2027.0,2227.748279999998,0.0347944595034181,0.4423481078265115,0.4423481078265115,219.0,31.0
Q9Y6X9,326,2027.0,2227.748279999998,-0.0463853378457024,-0.1618547097416177,0.1618547097416177,219.0,169.0
Q8IU80,683,3020.0,4361.257119999999,-0.0712569058059813,-0.1740486134128139,0.1740486134128139,131.0,160.0
O43272,219,866.0,1410.42183,-0.034517473085641,0.1243197093403546,0.1243197093403546,261.0,212.0
P61581,219,866.0,1410.42183,-0.0058158423621481,-0.1234767811905308,0.1234767811905308,261.0,213.0
Q5BKY6,376,1604.0,2434.7251899999983,0.1255126271605142,0.3297965082974427,0.3297965082974427,204.0,60.0
A0A494C0N9,219,866.0,1410.42183,-0.071553517337314,0.0624148696418129,0.0624148696418129,261.0,291.0
B5MD39,376,1604.0,2434.7251899999983,-0.0028021651817713,-0.1284758867962225,0.1284758867962225,204.0,207.0
P61580,219,866.0,1410.42183,-0.0059219715153862,0.0647072668463909,0.0647072668463909,261.0,286.0
Q14129,219,866.0,1410.42183,-0.0187802876873544,-0.0390508455636597,0.0390508455636597,261.0,337.0
P20472,618,2848.0,4140.337880000001,0.0238847551152474,-0.1311102310068963,0.1311102310068963,143.0,201.0
Q9ULX9,663,3331.0,4338.849010000001,0.3166377974086032,0.3144156016334983,0.3144156016334983,135.0,67.0
O60733,663,3331.0,4338.849010000001,0.0769804403433553,0.4295976204080912,0.4295976204080912,135.0,32.0
Q5THR3,722,3038.0,4806.05253,-0.0112551875208133,-0.1954532822755862,0.1954532822755862,126.0,139.0
P53673,216,1332.0,1446.311520000001,-0.0200378392015068,-0.2213516914882272,0.2213516914882272,266.0,124.0
P53674,216,1332.0,1446.311520000001,-0.0266624369243402,0.1302712464932781,0.1302712464932781,266.0,202.0
P32927,827,3688.0,5358.4061500000125,0.0174774390426062,0.1218664909106578,0.1218664909106578,107.0,215.0
A4QPB2,460,2174.0,2896.6004399999993,-0.0201756190476185,0.2522604405266681,0.2522604405266681,185.0,106.0
P0DOY2,464,1860.0,3209.205230000003,0.1065787938590485,0.2943733537613172,0.2943733537613172,177.0,72.0
B9A064,464,1860.0,3209.205230000003,0.0206693968768689,0.208075489745956,0.208075489745956,177.0,131.0
P0CF74,464,1860.0,3209.205230000003,0.0237575712622959,0.3736546924903572,0.3736546924903572,177.0,42.0
P0DOX8,464,1860.0,3209.205230000003,0.0615676503194286,-0.0395509082148044,0.0395509082148044,177.0,336.0
A0M8Q6,464,1860.0,3209.205230000003,1.0074091579861104,1.73158093461766,1.73158093461766,177.0,1.0
P0DOY3,464,1860.0,3209.205230000003,0.0488682338902943,0.2369240422039683,0.2369240422039683,177.0,115.0
A0A0A0MT76,464,1860.0,3209.205230000003,-0.0731843553883724,0.1734944092858948,0.1734944092858948,177.0,161.0
P0CG04,464,1860.0,3209.205230000003,-0.0206567201746601,0.0542779212255703,0.0542779212255703,177.0,305.0
Q7Z4Y8,30,151.0,187.73556,-0.0123670593572136,-0.1406150537318576,0.1406150537318576,346.0,191.0
P46109,698,2953.0,4671.994180000006,0.0125990360273515,-0.1822916795890131,0.1822916795890131,129.0,151.0
Q9UBR1,458,1986.0,2996.64688,-0.0292294539387096,0.3257996189248779,0.3257996189248779,187.0,63.0
Q96NT3,458,1986.0,2996.64688,-0.0152112303733886,-0.1823265849958405,0.1823265849958405,187.0,150.0
P62318,458,1986.0,2996.64688,-0.0257857691773768,0.0320932498859173,0.0320932498859173,187.0,346.0
Q9BPW4,50,323.0,287.89348,0.0771673587832069,0.2707509674132078,0.2707509674132078,343.0,88.0
O60784,896,3627.0,5793.107500000001,-0.1019620014918309,-0.2899019171655071,0.2899019171655071,96.0,75.0
Q9BW83,444,1853.0,2789.45203,-0.0541642626499259,0.0507183050278901,0.0507183050278901,191.0,316.0
P02144,431,1995.0,2733.811370000001,-0.0228888284100285,0.0212252197166763,0.0212252197166763,195.0,358.0
P48050,815,2802.0,5520.804709999998,-0.0305683612038354,-0.2651909667333348,0.2651909667333348,110.0,92.0
O43731,815,2802.0,5520.804709999998,-0.0312227227825694,0.0320542885029498,0.0320542885029498,110.0,347.0
Q96AY4,167,745.0,1026.9530799999998,-0.0312973284621866,0.2509865999826543,0.2509865999826543,282.0,107.0
P48739,167,745.0,1026.9530799999998,0.0064746434677314,-0.20968981234338,0.20968981234338,282.0,129.0
Q9Y6J0,99,281.0,646.28531,-0.0111919163489222,0.2561981816972725,0.2561981816972725,319.0,102.0
Q9UGT4,99,281.0,646.28531,0.0287866678166857,0.2717764895844943,0.2717764895844943,319.0,86.0
O95922,273,1048.0,1786.6230899999978,-0.0239939522396497,-0.09279410526692,0.09279410526692,232.0,251.0
Q9NQ50,210,725.0,1385.11087,0.009590777154548,0.1422186322201815,0.1422186322201815,268.0,189.0
P54198,210,725.0,1385.11087,-0.1078689005433481,-0.2564117321873562,0.2564117321873562,268.0,101.0
Q8N1L1,49,309.0,293.66974,-0.0104397298973175,-0.2756710343525549,0.2756710343525549,344.0,85.0
Q9UGR2,153,583.0,1026.6758199999997,-0.014569710577108,-0.2556692672630904,0.2556692672630904,293.0,104.0
Q14106,153,583.0,1026.6758199999997,-0.0139394109519326,0.1000090234032011,0.1000090234032011,293.0,245.0
P46060,153,583.0,1026.6758199999997,-0.0100421318593957,-0.1766803744133544,0.1766803744133544,293.0,157.0
Q9Y535,153,583.0,1026.6758199999997,-0.951536967812805,-1.4195312344774662,1.4195312344774662,293.0,5.0
Q10587,153,583.0,1026.6758199999997,0.0229381533101058,0.4644199308390696,0.4644199308390696,293.0,30.0
Q99798,153,583.0,1026.6758199999997,0.903075880560511,1.2203499114782934,1.2203499114782934,293.0,7.0
Q7RTV0,153,583.0,1026.6758199999997,0.0707016268728502,0.0243020090532845,0.0243020090532845,293.0,354.0
Q5R3F8,446,2359.0,3217.6973199999993,0.0110922176633891,-0.128232702939974,0.128232702939974,190.0,208.0
Q9UGU5,554,1835.0,3498.9295600000023,0.0254327485233414,0.1586370106129228,0.1586370106129228,155.0,171.0
Q3SYA9,2,99.0,12.56335,-0.0198004528884396,-0.3958706527165016,0.3958706527165016,383.0,35.0
O95721,2,99.0,12.56335,-0.0234393864386426,0.204225702506191,0.204225702506191,383.0,134.0
P05546,2,99.0,12.56335,-0.0315319731922496,0.0546295205730261,0.0546295205730261,383.0,302.0
P42356,2,99.0,12.56335,-0.0683497398059262,-0.0623019814812849,0.0623019814812849,383.0,292.0
Q9H0A3,2,99.0,12.56335,0.0066641519557606,0.2250252386997217,0.2250252386997217,383.0,121.0
Q8N5Z5,27,153.0,155.77140999999995,0.0618898872432094,-0.0526782340500054,0.0526782340500054,347.0,308.0
P30566,8,92.0,44.01859,0.0240908418698602,0.2777718473858007,0.2777718473858007,376.0,83.0
Q96HU1,8,92.0,44.01859,-0.0551123189524291,-0.1673570127614861,0.1673570127614861,376.0,166.0
Q53GT1,78,300.0,469.3953800000001,0.0185390021833562,0.1066110620088185,0.1066110620088185,324.0,230.0
Q96GP6,78,300.0,469.3953800000001,0.024468517813986,-0.1299951016582046,0.1299951016582046,324.0,203.0
P28482,130,466.0,873.6822599999992,0.0008152615976921,0.1326035280917463,0.1326035280917463,304.0,199.0
Q9UH36,1,132.0,7.06173,0.0456733574184742,0.0744802608213764,0.0744802608213764,388.0,276.0
Q9NQG7,1,132.0,7.06173,-0.0156782692028976,-0.1534498999589426,0.1534498999589426,388.0,177.0
Q9UBB9,1,132.0,7.06173,0.0348804204266528,-0.0202251612160335,0.0202251612160335,388.0,359.0
Q6ICH7,1,132.0,7.06173,0.0188580818655825,0.1030173145016713,0.1030173145016713,388.0,235.0
P53007,13,140.0,75.56197,-0.0494226062676883,-0.0510391646217542,0.0510391646217542,370.0,315.0
P53675,13,140.0,75.56197,0.0097299233198917,-0.1080785915124389,0.1080785915124389,370.0,228.0
Q9BXQ6,550,2985.0,3640.3988200000017,0.0126862031545185,0.0467469362902188,0.0467469362902188,156.0,322.0
O95567,220,1073.0,1368.3521799999996,0.0007767738047128,-0.2228752568851534,0.2228752568851534,255.0,123.0
Q13323,152,1413.0,898.1487199999996,-0.0046581306567148,-0.0128772288033156,0.0128772288033156,300.0,376.0
Q8IVS2,152,1413.0,898.1487199999996,0.0065441128244341,-0.0142555715021076,0.0142555715021076,300.0,373.0
Q01844,74,401.0,452.69472,0.6801888008637533,1.088470351308893,1.088470351308893,326.0,9.0
Q10567,74,401.0,452.69472,-0.0604834885289609,0.1422274377794292,0.1422274377794292,326.0,188.0
Q92737,74,401.0,452.69472,0.0457297413041999,-0.0608672246071742,0.0608672246071742,326.0,294.0
Q9Y3P4,74,401.0,452.69472,0.0151847642938882,0.1435464091768183,0.1435464091768183,326.0,186.0
Q99501,74,401.0,452.69472,0.0160742629368648,-0.2825448190823108,0.2825448190823108,326.0,79.0
Q9Y6U7,25,126.0,151.95341000000002,0.0276293105898783,-0.1327359182929508,0.1327359182929508,348.0,198.0
Q8WTX7,4,30.0,21.71678,0.0022807417681214,-0.1328345831555398,0.1328345831555398,378.0,197.0
Q9BXI6,4,30.0,21.71678,0.4752410443810628,0.6143923337398262,0.6143923337398262,378.0,18.0
Q15459,4,30.0,21.71678,-0.0305443467673516,-0.0437945633834254,0.0437945633834254,378.0,329.0
Q569K6,4,30.0,21.71678,0.0248105838766168,0.174663228427392,0.174663228427392,378.0,158.0
Q9H6A9,4,30.0,21.71678,-0.0550840088607387,-0.2914764760880592,0.2914764760880592,378.0,73.0
A6NHG4,106,291.0,708.2424899999997,-0.0092746441721551,0.0461300473504559,0.0461300473504559,308.0,323.0
P30046,106,291.0,708.2424899999997,0.0264553402040306,0.1772918414546182,0.1772918414546182,308.0,156.0
P0CG30,106,291.0,708.2424899999997,-0.0276337017841807,0.2019244634644038,0.2019244634644038,308.0,135.0
P0CG29,106,291.0,708.2424899999997,-0.0769921441946737,-0.1471601077482117,0.1471601077482117,308.0,181.0
A0A1W2PR19,106,291.0,708.2424899999997,-0.0176711660253321,-0.0068395107199279,0.0068395107199279,308.0,390.0
Q9UGU0,100,795.0,624.0850600000001,0.0568509182007304,-0.0642141074691542,0.0642141074691542,313.0,288.0
P10635,100,795.0,624.0850600000001,-0.0719327855328124,-0.0860699161130315,0.0860699161130315,313.0,264.0
Q9H4I9,100,795.0,624.0850600000001,-0.0168497222728536,-0.0514258934707784,0.0514258934707784,313.0,313.0
P56556,100,795.0,624.0850600000001,-0.0095511034358182,0.077586082179532,0.077586082179532,313.0,272.0
A0A087X1C5,100,795.0,624.0850600000001,0.0532383770249929,0.1061909906365233,0.1061909906365233,313.0,231.0
Q6ICB4,100,795.0,624.0850600000001,-0.0069680514766456,-0.0336394453382635,0.0336394453382635,313.0,344.0
Q9UDX5,21,96.0,130.23663000000002,-0.0664567798645752,-0.0087813238640609,0.0087813238640609,350.0,385.0
O76054,21,96.0,130.23663000000002,-0.0080072027567918,0.2233375520387543,0.2233375520387543,350.0,122.0
Q96DF8,16,69.0,89.50127,-0.0469015433937496,-0.189615896167846,0.189615896167846,361.0,144.0
O15499,16,69.0,89.50127,0.5904840152865569,1.1297344044849065,1.1297344044849065,361.0,8.0
A0A494C0Y3,157,738.0,1024.3033599999997,-0.0705603557461653,-0.2713427255045834,0.2713427255045834,291.0,87.0
